id,region,year,text,sentiment,dimensions
800,Australia,2025-10,Some details are missing. Some requirements are unrealistic,negative,Collaboration|Respect
801,Australia,2025-10,Sometimes complexity in getting things done,negative,Belonging
802,Australia,2025-10,"Highly siloed teams, especially in group functions and IS&amp;T.",negative,Leadership
803,United Kingdom,2025-09,Working hours can be unsociable due to timezones,negative,Collaboration
804,American,2025-07,Processes aren't well established and is difficult to navigate,negative,Respect
805,Singapore,2025-07,Move up the ladder feels more relationship centric than merit based,negative,Belonging
806,American,2025-06,Bonus is once a year and max 125% of base Low compared to other tier 1 companies,positive,Recognition
807,American,2025-07,Lower salary compared with other companies,negative,Recognition
808,Australia,2025-06,Big old bumbling machine of a company… bureaucracy is off the charts,negative,Leadership
809,United Kingdom,2025-06,"Difficult to promote, early/late calls",negative,Collaboration
810,Australia,2025-09,"none, great place to be in",negative,Belonging
811,American,2025-09,"Terrible bullying environment, extremely overworked, no toilet breaks ever, insane management",negative,Leadership
812,American,2025-09,Poor systems Wasteful and inefficient Complex,negative,Leadership
813,Canada,2025-09,Not many opportunities for career growth.,negative,Leadership
814,Australia,2025-06,"Large company, can be slow moving",negative,Collaboration
815,South Africa,2025-06,Frequent plant leadership rotations safety during community strikes,positive,Leadership
816,Australia,2025-05,Management is too slow to take decisions,negative,Leadership
817,Singapore,2025-06,Work life balance unequal dependent on team and stakeholders,negative,Collaboration
818,American,2025-06,Suffers from bureaucracy more than most - bloated and too decision makers (or perceived ones) at the table. A lack of commitment to want to change or consider alternative approaches. ExCo say the right things but the message and outcomes dissolve by the time it gets delivered by upper/middle management - leaving you disappointed,negative,Belonging|Leadership|Collaboration
819,Australia,2025-05,Company structure is not standard for all sites,negative,Collaboration
820,Canada,2025-06,"progression, toxic leadership and promoted",positive,Leadership
821,Australia,2025-06,"Toxic work culture, management by intimidation, sexist policies, racism prevalent. Bad organisation and data management.",negative,Leadership
822,Australia,2025-09,Sometimes contractors are quite patchy to work with.,negative,Collaboration
823,Australia,2025-06,"Bad leadership. They just don`t care at all. HR also don't care, so nobody cares. Values look good outside, but lie inside.",negative,Leadership|Respect
824,Australia,2025-05,"Toxic management, Purple circle run rife, food average, does not hold up to their values",negative,Leadership
825,Australia,2025-09,Restructure is challenging. Takes a few years to get the great pay.,negative,Collaboration|Recognition
826,United Kingdom,2025-05,Cyclical org changes (latest one in 2025),positive,Collaboration
827,American,2025-05,Hard to career progress as a female,negative,Respect
828,American,2025-05,"stressful, lots of work to do",negative,Collaboration
829,Australia,2025-05,Very stressful environment Colleagues try to manipulate each other,negative,Collaboration
830,American,2025-04,One of the lower paying co.panies of the mining industry,negative,Collaboration
831,American,2025-04,High pressure and standardise working environment,negative,Leadership
832,Canada,2025-04,"Nothing as such, people can be overwhelming",negative,Belonging
833,American,2025-05,Some regional sites have toxic culture but is getting cleaned up Some planning teams have arrogant people,negative,Respect
834,Australia,2025-05,Career progression Impacts of the environment Long hours,positive,Recognition
835,American,2025-05,"Lots of meetings Big company mentality, just a number",positive,Collaboration
836,American,2025-04,"Very siloed, poor culture in HR, no development paths",negative,Leadership
837,Australia,2025-04,"The work itself can be quite dull, and there is an apparent lack of accountability for performing your role to a high standard - which can be frustrating as a high performer",negative,Leadership
838,United Kingdom,2025-04,lots of change and restructuring,positive,Innovation
839,American,2025-04,No true downside with Rio,negative,Inclusion
840,Singapore,2025-04,Deadlines can be tight and lots of organisational changes,positive,Collaboration
841,Singapore,2025-03,Slow progression in career posting,negative,Respect
842,Australia,2025-04,"Really old equipment, strong purple circle",negative,Belonging
843,Australia,2025-04,Extremely clunky and unnecessarily complicated/difficult systems and processes. Massively behind competitors in this space.,negative,Leadership|Belonging
844,American,2025-03,Don’t really have any I enjoyed my time here,positive,Belonging
845,Canada,2025-04,Pay Office location Back to work,negative,Recognition
846,American,2025-04,- Technical culture is poor and not what it used to be from the 1990s like I was led to believe - Teams are often understaffed in the geology space and you will be required to work across a few different functions - Training and upskilling is dependent on bosses to prioritise and the quality of said training is highly variable.,negative,Collaboration
847,American,2025-03,Career progression difficult depending on position.,negative,Leadership
848,Australia,2025-03,Not being able to work with the people that we are working for. Administration stuck in a separate building away from the crews. The feeling of disconnection was apparent for most of us.,negative,Respect|Collaboration
849,American,2025-03,"Not meeting the company and leadership hiring target DEI criteria will see you struggle, as you are at a disadvantage.",negative,Leadership
850,Canada,2025-03,"don't expect to have promotion very political internal if you don't have any contact into management, you won't growth and very difficult to change teams",negative,Leadership
